MINISTER_MESSAGE_ENTRY;$TITLE$ $NAME$;$TITLE$ $NAME$;$TITLE$ $NAME$;;$TITLE$ $NAME$;;;;;;;;;X
OTHERDEFECT_MAP;Defection!;Défection !;Sezession!;Zdrada!;¡Traición!;Defezione!;Elpártolás!;Ztráta!;;;;;;x
SHATTERED_SETUP;When one of our divisions has been shattered.;L'une de nos divisions a été dispersée.;Wenn eine unserer Divisionen zusammenbricht.;;Cuando una de nuestras divisiones ha sido derrotada.;;;;;;;;;x
SHATTERED_HEADER;$chief_of_army$ reports that;$chief_of_army$ nous informe que;$chief_of_army$ berichtet:;;¡$chief_of_army$ nos informa de;;;;;;;;;x
SHATTERED_1;$UNIT$ shattered!;l'unité : $UNIT$ a été dispersée !;$UNIT$ wurde zerschlagen!;;la derrota de $UNIT$!;;;;;;;;;x
SHATTERED_2;$MONARCHTITLE$, our troops of $UNIT$ have reached their breaking point and have shattered.;$MONARCHTITLE$, nos troupes de $UNIT$ ont atteint leur point de rupture et ont été dispersées.;$MONARCHTITLE$, unsere Einheit $UNIT$ hat ihre Belastungsgrenze erreicht und wurde;;$MONARCHTITLE$, nuestras tropas de $UNIT$ se han desmoronado y han sido derrotadas.;;;;;;;;;x
SHATTERED_3;$LOCATION$;$LOCATION$;bei $LOCATION$ zerschlagen.;;$LOCATION$;;;;;;;;;x
SHATTERED_4;We have reformed this division in $NEWHOME$ using a cadre of personnel who were on leave or in hospitals.;Nous avons reformé cette division à $NEWHOME$ en nous basant sur le personnel qui était en permission ou hospitalisé.;Wir haben diese Division in $NEWHOME$ mit Soldaten wieder aufgestellt, die auf Fronturlaub oder im Krankenhaus waren.;;Hemos reformado esta división en $NEWHOME$ utilizando un núcleo de personal que estaba de servicio o en el hospital.;;;;;;;;;x
SHATTERED_5;*;*;*;;*;;;;;;;;;x
SHATTERED_6;*;*;*;;*;;;;;;;;;x
SHATTERED_LOG;SHATTERED_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $UNIT$ shattered in $LOCATION$.;$UNIT$ ont été dispersées à $LOCATION$.;$UNIT$ in $LOCATION$ zerschlagen;;Derrota de $UNIT$ en $LOCATION$.;;;;;;;;;x
SHATTERED_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
SHATTERED_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
SHATTERED_BTN3;Goto;ALLER À;Gehe zu;;Ir allí;;;;;;;;;x
SHATTERED_MAP;$UNIT$ shattered!;;*;;*;;;;;;;;;x
SHIPSUNK_SETUP;When one of your ships sinks due to attrition;Lorsqu'un de vos navires coule à cause de l'attrition.;Wenn eines Ihrer Schiffe aufgrund seiner Verlustquote sinkt;Kiedy jeden z twoich okrêtów idzie na dno z powodu zu¿ycia;Cuando uno de nuestros buques se hunde debido al desgaste.;Quando una delle tue navi affonda per logoramento;Egyik hajód elsüllyedt az elhasználódás miatt;Když se jedna z našich lodí potopí;;;;;;x
SHIPSUNK_HEADER;$chief_of_navy$ reports;$chief_of_navy$ nous signale;$chief_of_navy$ berichtet:;;¡$chief_of_navy$ nos informa de que;;;;;;;;;x
SHIPSUNK_1;Ship Lost!;qu'un navire a été perdu !;Schiff gesunken!;Straciliœmy okrêt!;hemos perdido un buque!;Una nave è perduta!;Elveszett egy hajó!;Loï je ztracena!;;;;;;x
SHIPSUNK_2;$MONARCHTITLE$, one of our vessels has been;$MONARCHTITLE$, l'un de nos vaisseaux a été;$MONARCHTITLE$, eines unserer Schiffe ist;Jeden z naszych okrêtów;$MONARCHTITLE$, ¡uno de nuestros buques se ha;$MONARCHTITLE$, uno dei nostri vascelli è;Az egyik hajónk;$MONARCHTITLE$, jedno z našich plavidel;;;;;;x
SHIPSUNK_3;LOST!;PERDU;GESUNKEN!;ZATON¥^;PERDIDO!;PERDUTO!;ELVESZETT!;SE POTOPILO;;;;;;x
SHIPSUNK_4;while traversing the hazardous waters of;en traversant les eaux périlleuses de la province de :;Es befuhr die gefährlichen Gewässer von;pokonuj¹c niebezpieczne wody;mientras navegaba por las peligrosas aguas de;mentre navigava nelle perigliose acque di:;miközben;pøi plavbì v nebezpeèných vodách;;;;;;x
SHIPSUNK_5;$PROV$;$PROV$;$PROV$;$PROV$.;$PROV$;$PROV$;$PROV$ veszélyes vizein hajózott.;$PROV$;;;;;;x
SHIPSUNK_6;*;*;*;*;*;*;*;;;;;;;x
SHIPSUNK_LOG;SHIPSUNK_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  A ship was lost in $PROV$;Un navire a été perdu dans la province de : $PROV$.;Ein Schiff ging in $PROV$ verloren.;Straciliœmy okrêt w prowincji $PROV$.;Se ha perdido un buque en $PROV$;Abbiamo perso una nave in $PROV$.;Egy hajó elveszett $PROV$ provinciánál;V $PROV$ se potopila loï;;;;;;x
SHIPSUNK_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
SHIPSUNK_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
SHIPSUNK_BTN3;Goto;ALLER À;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
SHIPSUNK_MAP;A ship is lost!;Nous avons perdu un navire !;Schiff gesunken!;Okrêt zaton¹³!;¡Se ha perdido un buque!;Una nave è perduta!;Egy hajó elveszett;Loï je ztracena!;;;;;;x
DISBAND_SETUP;When a unit is disbanded;Lorsqu'une unité est démantelée;Wenn eine Einheit aufgelöst wird;Kiedy jednostka zostaje rozwi¹zana;Cuando se desbanda una unidad.;Quando un'unità viene sciolta;Mikor egy egységet szétoszlatnak;Když je rozpuštìna jednotka;;;;;;x
DISBAND_HEADER;$chief_of_staff$ reports;$chief_of_staff$ signale que;$chief_of_staff$ berichtet:;;$chief_of_staff$ informa de que;;;;;;;;;x
DISBAND_1;Unit Disbanded.;Unité démantelée.;Einheit aufgelöst.;Jednostka rozwi¹zana;Unidad desbandada.;Unità sciolta.;Egység szétoszlatva;Jednotka byla rozpuštìna.;;;;;;x
DISBAND_2;$MONARCHTITLE$, we have disbanded;$MONARCHTITLE$, nous avons démantelé l'unité :;$MONARCHTITLE$;Rozwi¹zaliœmy;$MONARCHTITLE$, hemos desbandado;$MONARCHTITLE$, abbiamo sciolto l'unità:;Szétoszlattuk a következõt:;$MONARCHTITLE$, rozpustili jsme;;;;;;x
DISBAND_3;$UNIT$;$UNIT$;$UNIT$;$UNIT$.;$UNIT$;$UNIT$.;$UNIT$;$UNIT$;;;;;;x
DISBAND_4;No doubt the scum of the earth that make up our armies will squander their more than generous pay in the taverns..;Il ne fait aucun doute que la racaille qui compose nos troupes va aller dépenser sa solde plus que généreuse dans les tavernes.;Das Gesocks, das in unseren Armeen dient, wird seinen mehr als großzügigen Sold zweifelsohne in den Schenken verprassen.;Bez w¹tpienia ci ³ajdacy, którzy s³u¿¹ w naszej armii roztrwoni¹ swój bardziej ni¿ pokaŸny ¿o³d w tawernach.;Sin duda, la escoria de la tierra que compone nuestros ejércitos dilapidará su más que generosa paga en las tabernas...;Non c'è dubbio che quella feccia di cui è fatto il nostro esercito sperpererà la nostra generosissima paga alla taverna.;Semmi kétség, hogy az söpredék, amibõl a seregünk állt még több pénzt fog elkölteni a kocsmákban.;Není pochyb, že ti mizerové byli k nièemu a svùj více než štìdrý žold jen propíjeli v tavernách.;;;;;;x
DISBAND_5;*;*;*;*;*;*;*;;;;;;;x
DISBAND_6;*;*;*;*;*;*;*;;;;;;;x
DISBAND_LOG;DISBAND_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $UNIT$ was disbanded.;$UNIT$ : unité démantelée.;$UNIT$ wurde aufgelöst.;Jednostka $UNIT$ zosta³a rozwi¹zana.;Se ha desbandado $UNIT$.;L'unità: $UNIT$ è stata sciolta.;$UNIT$ feloszlatva.;$UNIT$ byla rozpuštìna.;;;;;;x
DISBAND_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DISBAND_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DISBAND_BTN3;Goto;ALLER À;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
DISBAND_MAP;*;*;*;*;*;*;*;;;;;;;x
CONVOY_TOO_STRONG_SETUP;When we find a convoy, but it is too strong to be attacked.;Lorsque nous localisons un convoi mais qu'il est trop puissant pour être attaqué.;Wenn wir einen Konvoi finden, der zu stark ist, um ihn anzugreifen.;;Cuando encontramos un convoy pero es muy grande para atacarlo.;;;;;;;;;x
CONVOY_TOO_STRONG_HEADER;$chief_of_navy$ reports;$chief_of_navy$ signale;$chief_of_navy$ berichtet:;;$chief_of_navy$ nos informa que;;;;;;;;;x
CONVOY_TOO_STRONG_1;Convoy spotted in $LOCATION$;qu'un convoi a été repéré à $LOCATION$.;Ein Konvoi wurde bei $LOCATION$ gesichtet;;se ha avistado un convoy en $LOCATION$;;;;;;;;;x
CONVOY_TOO_STRONG_2;$MONARCHTITLE$, $UNIT$ reports that they spotted a convoy at $LOCATION$, but it was too heavily escorted by $EVIL$ for them to even attempt an attack. They suspect that the convoy was on the;$MONARCHTITLE$, les $UNIT$ nous informent qu'un convoi a été repéré à $LOCATION$ mais qu'il est trop lourdement escorté par $EVIL$ pour que nous puissions ne serait-ce qu'envisager de les attaquer. Ils soupçonnent que ce convoi est sur la route;$MONARCHTITLE$, $UNIT$ berichtet, dass sie einen Konvoi bei $LOCATION$ sichteten. Leider fuhr er mit einem Geleitschutz von $EVIL$, was einen Angriffsversuch unsinnig machte. Sie vermuten, dass der Konvoi auf der;;$MONARCHTITLE$, $UNIT$ informa de que ha avistado un convoy en $LOCATION$, pero $EVIL$ le había asignado una escolta demasiado fuerte como para intentar un ataque. Sospechan que el convoy estaba en la;;;;;;;;;x
CONVOY_TOO_STRONG_3;$CONVOY$;du $CONVOY$.;$CONVOY$;;$CONVOY$;;;;;;;;;x
CONVOY_TOO_STRONG_4;route.;*;Route war.;;ruta.;;;;;;;;;x
CONVOY_TOO_STRONG_5;*;;*;;*;;;;;;;;;x
CONVOY_TOO_STRONG_6;*;;*;;*;;;;;;;;;x
CONVOY_TOO_STRONG_LOG;CONVOY_TOO_STRONG_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $CONVOY$ spotted by $UNIT$ at $LOCATION$.;$CONVOY$ a été repéré par l'unité $UNIT$ à $LOCATION$.;$CONVOY$ von $UNIT$ bei $LOCATION$ gesichtet.;;$CONVOY$ avistado por $UNIT$ en $LOCATION$.;;;;;;;;;x
CONVOY_TOO_STRONG_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
CONVOY_TOO_STRONG_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
CONVOY_TOO_STRONG_BTN3;Goto;Aller à;Gehe zu;;Ir allí;;;;;;;;;x
CONVOY_TOO_STRONG_MAP;Convoys Protected!;;*;;*;;;;;;;;;x
ATTACHEDUNIT_SETUP;When we attach a unit into another in the hierarchy.;Lorsque nous rattachons une unité à une autre dans la hiérarchie.;Wenn wir eine Einheit in die Befehlskette eingliedern.;;Cuando vinculamos una unidad a otra en la jerarquía.;;;;;;;;;x
ATTACHEDUNIT_HEADER;$chief_of_staff$ reports that;$chief_of_staff$ signale que;$chief_of_staff$ berichtet:;;$chief_of_staff$ informa de que;;;;;;;;;x
ATTACHEDUNIT_1;$UNIT$;l'unité $UNIT$;$UNIT$;;$UNIT$;;;;;;;;;x
ATTACHEDUNIT_2;has now been attached to;est maintenant rattachée à :;wurde eingegliedert in;;se ha vinculado a;;;;;;;;;x
ATTACHEDUNIT_3;$PARENT$;$PARENT$.;$PARENT$;;$PARENT$;;;;;;;;;x
ATTACHEDUNIT_4;*;*;*;;*;;;;;;;;;x
ATTACHEDUNIT_5;*;*;*;;*;;;;;;;;;x
ATTACHEDUNIT_6;*;*;*;;*;;;;;;;;;x
ATTACHEDUNIT_LOG;ATTACHEDUNIT_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $UNIT$ is now attached to $PARENT$.;L'unité $UNIT$ est maintenant rattachée à $PARENT$.;$UNIT$ ist nun in $PARENT$ eingegliedert.;;$UNIT$ se ha vinculado ahora a $PARENT$.;;;;;;;;;x
ATTACHEDUNIT_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
ATTACHEDUNIT_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
ATTACHEDUNIT_BTN3;Goto;Aller à;Gehe zu;;Ir allí;;;;;;;;;x
ATTACHEDUNIT_MAP;$UNIT$ attached.;*;*;;*;;;;;;;;;x
DETACHEDUNIT_SETUP;When we detach a unit from the hierarchy.;Lorsque nous détachons une unité du commandement.;Wenn wir eine Einheit aus der Befehlskette ausgliedern.;;Cuando desvinculamos una unidad de la jerarquía.;;;;;;;;;x
DETACHEDUNIT_HEADER;$chief_of_staff$ reports that;$chief_of_staff$ signale que;$chief_of_staff$ berichtet:;;$chief_of_staff$ informa que;;;;;;;;;x
DETACHEDUNIT_1;$UNIT$;l'unité $UNIT$;$UNIT$;;$UNIT$;;;;;;;;;x
DETACHEDUNIT_2;has now been;est maintenant;wurde aus der Befehlskette;;se ha;;;;;;;;;x
DETACHEDUNIT_3;DETACHED;DÉTACHÉE;ausgegliedert.;;desvinculado;;;;;;;;;x
DETACHEDUNIT_4;from the hierarchy.;du commandement.;*;;de la jerarquía.;;;;;;;;;x
DETACHEDUNIT_5;*;*;*;;*;;;;;;;;;x
DETACHEDUNIT_6;*;*;*;;*;;;;;;;;;x
DETACHEDUNIT_LOG;DETACHEDUNIT_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $UNIT$ detached from unit hierarchy.;L'unité $UNIT$ a été détachée du commandement des unités.;$UNIT$ aus der Befehlskette ausgegliedert.;;$UNIT$ se ha desvinculado de la jerarquía de unidades.;;;;;;;;;x
DETACHEDUNIT_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
DETACHEDUNIT_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
DETACHEDUNIT_BTN3;Goto;Aller à;Gehe zu;;Ir allí;;;;;;;;;x
DETACHEDUNIT_MAP;Detached!;*;*;;*;;;;;;;;;x
TRANSFEREDSUBUNIT_SETUP;When a ship, wing or division is transferred from one unit to another.;Lorsqu'un navire, un détachement ou une division est transféré d'une unité à une autre.;Wenn ein Schiff, Geschwader oder eine Division von einer Einheit zu einer anderen transferiert wird.;;Cuando un buque, ala o división se transfiere de una unidad a otra.;;;;;;;;;x
TRANSFEREDSUBUNIT_HEADER;$chief_of_staff$ reports;$chief_of_staff$ signale que;$chief_of_staff$ berichtet:;;¡$chief_of_staff$ informa que;;;;;;;;;x
TRANSFEREDSUBUNIT_1;$SUB$ reassigned!;$SUB$ réaffectée !;Einheit umgruppiert;;se ha reasignado $SUB$!;;;;;;;;;x
TRANSFEREDSUBUNIT_2;$MONARCHTITLE$, we have reassigned $SUB$ from $OLD$ to;$MONARCHTITLE$, nous avons réaffecté l'unité $SUB$ de l'unité $OLD$ à l'unité;$MONARCHTITLE$, wir haben $SUB$ von $OLD$ nach;;$MONARCHTITLE$, hemos reasignado $SUB$ de $OLD$ a;;;;;;;;;x
TRANSFEREDSUBUNIT_3;$NEW$;$NEW$;$NEW$ umgruppiert.;;$NEW$;;;;;;;;;x
TRANSFEREDSUBUNIT_4;*;*;*;;*;;;;;;;;;x
TRANSFEREDSUBUNIT_5;*;*;*;;*;;;;;;;;;x
TRANSFEREDSUBUNIT_6;*;*;*;;*;;;;;;;;;x
TRANSFEREDSUBUNIT_LOG;TRANSFEREDSUBUNIT_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $SUB$ has been assigned to $NEW$.;L'unité $SUB$ a été transférée à l'unité $NEW$.;$SUB$ wurde $NEW$ eingegliedert.;;Se ha asignado $SUB$ a $NEW$.;;;;;;;;;x
TRANSFEREDSUBUNIT_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
TRANSFEREDSUBUNIT_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
TRANSFEREDSUBUNIT_BTN3;Goto;Aller à;Gehe zu;;Ir allí;;;;;;;;;x
TRANSFEREDSUBUNIT_MAP;*;*;*;;*;;;;;;;;;x
UNITDEPLOYED_SETUP;When we deploy a new unit to the map.;Lorsque nous déployons une nouvelle unité sur la carte.;Wenn wir eine neue Einheit auf der Karte einsetzen.;;Cuando desplegamos una nueva unidad en el mapa.;;;;;;;;;x
UNITDEPLOYED_HEADER;$chief_of_staff$ reports;$chief_of_staff$ nous informe que;$chief_of_staff$ berichtet:;;$chief_of_staff$ informa de que;;;;;;;;;x
UNITDEPLOYED_1;$UNIT$ deployed;l'unité $UNIT$ a été déployée;$UNIT$ ist nun im Einsatz.;;se ha desplegado $UNIT$;;;;;;;;;x
UNITDEPLOYED_2;$MONARCHTITLE$, $UNIT$ is ready for action and has now been deployed in;$MONARCHTITLE$, l'unité $UNIT$ est maintenant déployée;$MONARCHTITLE$, $UNIT$ ist nun bereit zum Einsatz in;;$MONARCHTITLE$, $UNIT$ se encuentra en estado operativo y se ha desplegado en;;;;;;;;;x
UNITDEPLOYED_3;$LOCATION$;à $LOCATION$ et prête au combat.;$LOCATION$;;$LOCATION$;;;;;;;;;x
UNITDEPLOYED_4;*;*;*;;*;;;;;;;;;x
UNITDEPLOYED_5;*;*;*;;*;;;;;;;;;x
UNITDEPLOYED_6;*;*;*;;*;;;;;;;;;x
